"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.52861867804973,0.484050202222884,0.568775094329919,0.723874256584537,0.700084961767205,0.747663551401869,0,0,0
"A1",0.188448074679113,NA,NA,0.514018691588785,NA,NA,0,NA,NA
"A2",0.459790840245222,NA,NA,0.738317757009346,NA,NA,0,NA,NA
"A3",0.505053966078465,NA,NA,0.747663551401869,NA,NA,0,NA,NA
"A4",0.3686428772127,NA,NA,0.803738317757009,NA,NA,0,NA,NA
"A5",0.138699690402477,NA,NA,0.757009345794392,NA,NA,0,NA,NA
"A6",0.393522267206478,NA,NA,0.803738317757009,NA,NA,0,NA,NA
"A7",0.548523206751055,NA,NA,0.766355140186916,NA,NA,0,NA,NA
"A8",0.253755364806867,NA,NA,0.514018691588785,NA,NA,0,NA,NA
"A9",0.620759493670886,NA,NA,0.803738317757009,NA,NA,0,NA,NA
"A10",0.296643356643357,NA,NA,0.560747663551402,NA,NA,0,NA,NA
"A11",-0.0151802656546489,NA,NA,0.953271028037383,NA,NA,0,NA,NA
