"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.823001971762064,0.768451832462433,0.876789846606489,0.896634615384615,0.864816055265036,0.928400804943747,0.515151515151515,0.46969696969697,0.561741952131928
"A1",1,NA,NA,1,NA,NA,0.705128205128205,NA,NA
"A2",0.84,NA,NA,0.92,NA,NA,0.358974358974359,NA,NA
"A3",0.955094991364421,NA,NA,0.975609756097561,NA,NA,0.474358974358974,NA,NA
"A4",1,NA,NA,1,NA,NA,0.538461538461538,NA,NA
"A5",0.74,NA,NA,0.964285714285714,NA,NA,0.641025641025641,NA,NA
"A6",0.889830508474576,NA,NA,0.982758620689655,NA,NA,0.256410256410256,NA,NA
"A7",0.90625,NA,NA,0.954545454545455,NA,NA,0.435897435897436,NA,NA
"A8",0.848543689320388,NA,NA,0.926829268292683,NA,NA,0.474358974358974,NA,NA
"A9",0.717220543806647,NA,NA,0.85,NA,NA,0.487179487179487,NA,NA
"A10",0.25,NA,NA,0.454545454545455,NA,NA,0.717948717948718,NA,NA
"A11",0.137755102040816,NA,NA,0.606060606060606,NA,NA,0.576923076923077,NA,NA
