"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.625178486435031,0.487325714477237,0.76242947547477,0.819354838709677,0.75276446226383,0.883851810168643,0.655555555555556,0.593333333333333,0.722222222222222
"Eligibility",0.747474747474747,NA,NA,0.909090909090909,NA,NA,0.56,NA,NA
"Recruitment",0.532710280373832,NA,NA,0.769230769230769,NA,NA,0.74,NA,NA
"Setting",0.342105263157895,NA,NA,0.933333333333333,NA,NA,0.7,NA,NA
"Organization",0.463806970509383,NA,NA,0.764705882352941,NA,NA,0.66,NA,NA
"Flex. delivery",0.450549450549451,NA,NA,0.75,NA,NA,0.68,NA,NA
"Flex. adherence",0.46524064171123,NA,NA,0.684210526315789,NA,NA,0.62,NA,NA
"Follow-up",0.798387096774194,NA,NA,0.916666666666667,NA,NA,0.76,NA,NA
"Outcome",0.491525423728814,NA,NA,0.863636363636364,NA,NA,0.56,NA,NA
"Analysis",0.665551839464883,NA,NA,0.789473684210526,NA,NA,0.62,NA,NA
