"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.92318629938447,0.899691212122829,0.945056609550688,0.955837563451777,0.942367068117289,0.968507695499374,0.348544973544974,0.32771164021164,0.369378306878307
"P1",0.241962774957699,NA,NA,0.926605504587156,NA,NA,0.0267857142857143,NA,NA
"P2",0.785714285714286,NA,NA,0.892857142857143,NA,NA,0.75,NA,NA
"P3",0.495495495495495,NA,NA,0.990990990990991,NA,NA,0.00892857142857143,NA,NA
"P4",0.840796019900498,NA,NA,0.977011494252874,NA,NA,0.223214285714286,NA,NA
"P5",0.952642706131078,NA,NA,0.990291262135922,NA,NA,0.0803571428571429,NA,NA
"P6",0.904273504273504,NA,NA,0.978260869565217,NA,NA,0.178571428571429,NA,NA
"P7",0.803048065650645,NA,NA,0.88,NA,NA,0.553571428571429,NA,NA
"P8",0.895498017261488,NA,NA,0.954022988505747,NA,NA,0.223214285714286,NA,NA
"P9",0.774420946626385,NA,NA,0.974683544303797,NA,NA,0.294642857142857,NA,NA
"P10",0.900841080123949,NA,NA,0.951807228915663,NA,NA,0.258928571428571,NA,NA
"P11",0.952702702702703,NA,NA,0.987951807228916,NA,NA,0.258928571428571,NA,NA
"P12",0.931665649786455,NA,NA,0.969230769230769,NA,NA,0.419642857142857,NA,NA
"P13",0.950747581354441,NA,NA,0.974025974025974,NA,NA,0.3125,NA,NA
"P14",0.912041884816754,NA,NA,0.953846153846154,NA,NA,0.419642857142857,NA,NA
"P15",0.303482587064677,NA,NA,0.545454545454545,NA,NA,0.901785714285714,NA,NA
"P16",1,NA,NA,1,NA,NA,0.5,NA,NA
"P17",0.97346600331675,NA,NA,0.989010989010989,NA,NA,0.1875,NA,NA
"P18",0.952380952380952,NA,NA,0.989010989010989,NA,NA,0.1875,NA,NA
"P19",0.961070559610706,NA,NA,0.984126984126984,NA,NA,0.4375,NA,NA
"P20",0.788199697428139,NA,NA,0.883720930232558,NA,NA,0.616071428571429,NA,NA
"P21",0.975497702909648,NA,NA,0.987012987012987,NA,NA,0.3125,NA,NA
"P22",0.414634146341463,NA,NA,0.625,NA,NA,0.928571428571429,NA,NA
"P23",1,NA,NA,1,NA,NA,0.508928571428571,NA,NA
"P24",0.628524046434494,NA,NA,0.909090909090909,NA,NA,0.214285714285714,NA,NA
"P25",0.660972972972973,NA,NA,0.835294117647059,NA,NA,0.241071428571429,NA,NA
"P26",-0.0666666666666667,NA,NA,0.961904761904762,NA,NA,0.0625,NA,NA
"P27",0.877729257641921,NA,NA,0.961538461538462,NA,NA,0.303571428571429,NA,NA
