"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.899521350872142,0.868741212237455,0.927752285645968,0.944707740916272,0.927473800105295,0.96012781777742,0.406747891283974,0.378655487414063,0.436714709399433
"A1",1,NA,NA,1,NA,NA,0.701030927835051,NA,NA
"A2",0.890022675736961,NA,NA,0.945205479452055,NA,NA,0.247422680412371,NA,NA
"A3",0.961323763955343,NA,NA,0.979166666666667,NA,NA,0.505154639175258,NA,NA
"A4",1,NA,NA,1,NA,NA,0.154639175257732,NA,NA
"A5",0.901921132457027,NA,NA,0.986301369863014,NA,NA,0.247422680412371,NA,NA
"A6",1,NA,NA,1,NA,NA,0.11340206185567,NA,NA
"A7",0.968940121677874,NA,NA,0.983606557377049,NA,NA,0.371134020618557,NA,NA
"A8",1,NA,NA,1,NA,NA,0.835051546391753,NA,NA
"A9",1,NA,NA,1,NA,NA,0.391752577319588,NA,NA
"A10",0.309116809116809,NA,NA,0.489795918367347,NA,NA,0.494845360824742,NA,NA
"A11",0.594142259414226,NA,NA,0.947368421052632,NA,NA,0.412371134020619,NA,NA
