"","Eligibility","Recruitment","Setting","Organization","Flex. delivery","Flex. adherence","Follow-up","Outcome","Analysis"
"1528","deferred","3","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"1529","deferred","deferred","4","deferred","4","deferred","deferred","deferred","deferred"
"1567","5","deferred","5","5","deferred","deferred","deferred","5","5"
"1568","4","deferred","deferred","deferred","deferred","3","3","3","deferred"
"1570","3","deferred","deferred","deferred","NA","NA","deferred","deferred","deferred"
"1769","deferred","deferred","deferred","deferred","deferred","deferred","4","deferred","deferred"
"1771","deferred","NA","deferred","5","deferred","deferred","deferred","deferred","5"
"1772","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"1773","4","deferred","deferred","4","deferred","deferred","deferred","deferred","deferred"
"650","4","4","deferred","deferred","deferred","deferred","deferred","4","deferred"
"651","5","deferred","5","deferred","deferred","deferred","deferred","5","5"
"655","deferred","deferred","deferred","deferred","deferred","deferred","4","deferred","deferred"
"657","deferred","deferred","5","deferred","5","5","deferred","5","5"
"662","deferred","deferred","5","deferred","deferred","deferred","deferred","5","5"
"663","4","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"664","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5","deferred"
"666","5","deferred","5","deferred","deferred","deferred","deferred","5","5"
"668","deferred","deferred","5","deferred","5","deferred","deferred","5","deferred"
"669","deferred","deferred","5","5","deferred","deferred","deferred","5","5"
"670","5","5","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"671","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5","deferred"
"673","deferred","deferred","deferred","deferred","deferred","3","deferred","deferred","deferred"
"674","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5","deferred"
"675","4","4","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"677","deferred","5","deferred","5","deferred","deferred","deferred","5","deferred"
"678","deferred","deferred","deferred","5","5","deferred","deferred","deferred","deferred"
"679","deferred","deferred","5","deferred","deferred","deferred","deferred","5","5"
"680","4","deferred","4","4","deferred","4","4","deferred","deferred"
"681","deferred","3","deferred","4","deferred","NA","4","deferred","deferred"
"684","4","4","5","deferred","deferred","deferred","deferred","5","deferred"
"685","5","5","deferred","deferred","deferred","NA","deferred","5","deferred"
"686","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5"
"687","deferred","deferred","5","5","deferred","deferred","deferred","5","deferred"
"688","5","5","5","deferred","5","deferred","deferred","5","5"
"689","4","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"690","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","5"
"691","deferred","deferred","deferred","deferred","deferred","5","deferred","5","5"
"692","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"693","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred","deferred"
"694","4","deferred","5","5","deferred","deferred","deferred","5","deferred"
"695","deferred","deferred","deferred","deferred","deferred","NA","4","deferred","deferred"
"696","deferred","deferred","deferred","4","deferred","deferred","deferred","deferred","NA"
"697","deferred","5","5","deferred","deferred","deferred","deferred","5","deferred"
"705","5","deferred","deferred","deferred","5","deferred","deferred","5","deferred"
"712","deferred","5","deferred","4","deferred","deferred","deferred","5","deferred"
"713","deferred","4","deferred","deferred","5","deferred","5","5","deferred"
"714","deferred","deferred","deferred","4","5","deferred","5","5","deferred"
"715","5","deferred","5","deferred","5","deferred","deferred","5","deferred"
"722","deferred","deferred","5","5","5","deferred","deferred","deferred","deferred"
"725","deferred","deferred","5","5","deferred","deferred","deferred","5","deferred"
"733","deferred","4","deferred","4","deferred","deferred","deferred","deferred","deferred"
