"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.282097209605814,0.137849782854515,0.402058093352656,0.447698744769874,0.391842673126323,0.502126754916022,0.525793650793651,0.472222222222222,0.577380952380952
"Eligibility",0.157593123209169,NA,NA,0.423076923076923,NA,NA,0.535714285714286,NA,NA
"Recruitment",0.206696716033484,NA,NA,0.444444444444444,NA,NA,0.517857142857143,NA,NA
"Setting",0.133574007220217,NA,NA,0.448275862068966,NA,NA,0.482142857142857,NA,NA
"Organization",0.119496855345912,NA,NA,0.571428571428571,NA,NA,0.75,NA,NA
"Flex. delivery",0.149008020261714,NA,NA,0.235294117647059,NA,NA,0.696428571428571,NA,NA
"Flex. adherence",0.631578947368421,NA,NA,0.705882352941177,NA,NA,0.696428571428571,NA,NA
"Follow-up",-0.114269471290506,NA,NA,0.2,NA,NA,0.732142857142857,NA,NA
"Outcome",0.214494447691408,NA,NA,0.608695652173913,NA,NA,0.178571428571429,NA,NA
"Analysis",0.167320261437908,NA,NA,0.333333333333333,NA,NA,0.142857142857143,NA,NA
