"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.323416571313186,0.217134476918433,0.419138824108411,0.456140350877193,0.403067091958068,0.513229785977544,0.547619047619048,0.5,0.593253968253968
"Eligibility",0.163193079040503,NA,NA,0.275862068965517,NA,NA,0.482142857142857,NA,NA
"Recruitment",0.137197358767425,NA,NA,0.409090909090909,NA,NA,0.607142857142857,NA,NA
"Setting",0.268201617921593,NA,NA,0.384615384615385,NA,NA,0.535714285714286,NA,NA
"Organization",0.282051282051282,NA,NA,0.444444444444444,NA,NA,0.678571428571429,NA,NA
"Flex. delivery",0.366993217784476,NA,NA,0.4375,NA,NA,0.714285714285714,NA,NA
"Flex. adherence",0.527983816587997,NA,NA,0.708333333333333,NA,NA,0.571428571428571,NA,NA
"Follow-up",0.0330537740503207,NA,NA,0.294117647058824,NA,NA,0.696428571428571,NA,NA
"Outcome",0.201086956521739,NA,NA,0.7,NA,NA,0.285714285714286,NA,NA
"Analysis",0.152015732546706,NA,NA,0.333333333333333,NA,NA,0.357142857142857,NA,NA
