"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.595654088973719,0.402991541400724,0.77642582393749,0.843283582089552,0.774838643223643,0.905511811023622,0.708061002178649,0.664488017429194,0.749455337690632
"Eligibility",0.508038585209003,NA,NA,0.833333333333333,NA,NA,0.647058823529412,NA,NA
"Recruitment",0.351145038167939,NA,NA,0.642857142857143,NA,NA,0.725490196078431,NA,NA
"Setting",1,NA,NA,1,NA,NA,0.647058823529412,NA,NA
"Organization",-0.4875,NA,NA,0.75,NA,NA,0.686274509803922,NA,NA
"Flex. delivery",0.576763485477178,NA,NA,0.818181818181818,NA,NA,0.784313725490196,NA,NA
"Flex. adherence",0.838095238095238,NA,NA,0.888888888888889,NA,NA,0.823529411764706,NA,NA
"Follow-up",0.677215189873418,NA,NA,0.875,NA,NA,0.843137254901961,NA,NA
"Outcome",0.570224719101124,NA,NA,0.888888888888889,NA,NA,0.470588235294118,NA,NA
"Analysis",0.753026634382567,NA,NA,0.846153846153846,NA,NA,0.745098039215686,NA,NA
