"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.909227261042364,0.885183667969306,0.930232856841969,0.950854700854701,0.937901676709009,0.962602368896031,0.122774133083411,0.094681729213501,0.149953139643861
"A1",1,NA,NA,1,NA,NA,0.0412371134020619,NA,NA
"A2",1,NA,NA,1,NA,NA,0.154639175257732,NA,NA
"A3",1,NA,NA,1,NA,NA,0.175257731958763,NA,NA
"A4",1,NA,NA,1,NA,NA,0.0412371134020619,NA,NA
"A5",1,NA,NA,1,NA,NA,0.0515463917525773,NA,NA
"A6",0.951158106747231,NA,NA,0.989010989010989,NA,NA,0.0618556701030928,NA,NA
"A7",1,NA,NA,1,NA,NA,0.103092783505155,NA,NA
"A8",1,NA,NA,1,NA,NA,0.11340206185567,NA,NA
"A9",0.932231020027946,NA,NA,0.964285714285714,NA,NA,0.134020618556701,NA,NA
"A10",0.37094682230869,NA,NA,0.540229885057471,NA,NA,0.103092783505155,NA,NA
"A11",0.468493150684932,NA,NA,0.967213114754098,NA,NA,0.371134020618557,NA,NA
