"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.922951175658186,0.899089347724621,0.945712398329908,0.955375253549696,0.9407370072643,0.968973708530359,0.347883597883598,0.32409087636958,0.373338159698808
"P1",0.177981651376147,NA,NA,0.926605504587156,NA,NA,0.0267857142857143,NA,NA
"P2",0.783644558918223,NA,NA,0.930232558139535,NA,NA,0.616071428571429,NA,NA
"P3",0.495495495495495,NA,NA,0.990990990990991,NA,NA,0.00892857142857143,NA,NA
"P4",0.902946273830156,NA,NA,0.984375,NA,NA,0.428571428571429,NA,NA
"P5",1,NA,NA,1,NA,NA,0.107142857142857,NA,NA
"P6",1,NA,NA,1,NA,NA,0.241071428571429,NA,NA
"P7",0.789539617914187,NA,NA,0.872340425531915,NA,NA,0.580357142857143,NA,NA
"P8",0.86829727187206,NA,NA,0.943181818181818,NA,NA,0.214285714285714,NA,NA
"P9",0.895716945996276,NA,NA,0.988636363636364,NA,NA,0.214285714285714,NA,NA
"P10",0.926605504587156,NA,NA,0.963855421686747,NA,NA,0.258928571428571,NA,NA
"P11",1,NA,NA,1,NA,NA,0.357142857142857,NA,NA
"P12",0.865988632964403,NA,NA,0.9375,NA,NA,0.428571428571429,NA,NA
"P13",0.935210181257231,NA,NA,0.965909090909091,NA,NA,0.214285714285714,NA,NA
"P14",0.948398986408662,NA,NA,0.972972972972973,NA,NA,0.339285714285714,NA,NA
"P15",0.655172413793103,NA,NA,0.761904761904762,NA,NA,0.8125,NA,NA
"P16",0.837798696596669,NA,NA,0.966101694915254,NA,NA,0.473214285714286,NA,NA
"P17",0.969565217391304,NA,NA,0.9875,NA,NA,0.285714285714286,NA,NA
"P18",0.951515151515152,NA,NA,0.9875,NA,NA,0.285714285714286,NA,NA
"P19",0.958579881656805,NA,NA,0.981481481481482,NA,NA,0.517857142857143,NA,NA
"P20",0.809806835066865,NA,NA,0.891891891891892,NA,NA,0.339285714285714,NA,NA
"P21",0.974417542256738,NA,NA,0.986301369863014,NA,NA,0.348214285714286,NA,NA
"P22",0.625,NA,NA,0.75,NA,NA,0.892857142857143,NA,NA
"P23",0.919540229885057,NA,NA,0.982142857142857,NA,NA,0.5,NA,NA
"P24",0.672787979966611,NA,NA,0.917647058823529,NA,NA,0.241071428571429,NA,NA
"P25",0.637630662020906,NA,NA,0.824324324324324,NA,NA,0.339285714285714,NA,NA
"P26",-0.087378640776699,NA,NA,0.961165048543689,NA,NA,0.0803571428571429,NA,NA
"P27",0.850915141430948,NA,NA,0.952941176470588,NA,NA,0.241071428571429,NA,NA
