"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.691270017569014,0.588335106385115,0.790900174706927,0.687074829931973,0.620708427392221,0.760549067565743,0.708333333333333,0.662698412698413,0.753968253968254
"Eligibility",0.514918190567854,NA,NA,0.684210526315789,NA,NA,0.660714285714286,NA,NA
"Recruitment",0.839388145315488,NA,NA,0.8,NA,NA,0.732142857142857,NA,NA
"Setting",0.334916864608076,NA,NA,0.588235294117647,NA,NA,0.696428571428571,NA,NA
"Organization",0.514450867052023,NA,NA,0.666666666666667,NA,NA,0.839285714285714,NA,NA
"Flex. delivery",0.551347414420976,NA,NA,0.583333333333333,NA,NA,0.785714285714286,NA,NA
"Flex. adherence",0.825327510917031,NA,NA,0.846153846153846,NA,NA,0.767857142857143,NA,NA
"Follow-up",0.633986928104575,NA,NA,0.6875,NA,NA,0.714285714285714,NA,NA
"Outcome",0.52917903066271,NA,NA,0.807692307692308,NA,NA,0.535714285714286,NA,NA
"Analysis",0.612386156648452,NA,NA,0.5,NA,NA,0.642857142857143,NA,NA
