"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.676885894398375,0.640250061043002,0.707549235519334,0.802353755624784,0.781931464174455,0.820699203876774,0,0,0
"P1",0,NA,NA,0.97196261682243,NA,NA,0,NA,NA
"P2",0.152627789776818,NA,NA,0.794392523364486,NA,NA,0,NA,NA
"P3",NA,NA,NA,1,NA,NA,0,NA,NA
"P4",0.316231513602337,NA,NA,0.672897196261682,NA,NA,0,NA,NA
"P5",0.928332217012726,NA,NA,0.990654205607477,NA,NA,0,NA,NA
"P6",0.490696668109044,NA,NA,0.794392523364486,NA,NA,0,NA,NA
"P7",0.457442955450924,NA,NA,0.738317757009346,NA,NA,0,NA,NA
"P8",0.590352220520674,NA,NA,0.906542056074766,NA,NA,0,NA,NA
"P9",0.603703703703704,NA,NA,0.850467289719626,NA,NA,0,NA,NA
"P10",0.625481274063703,NA,NA,0.813084112149533,NA,NA,0,NA,NA
"P11",0.340015420200463,NA,NA,0.700934579439252,NA,NA,0,NA,NA
"P12",0.725077081192189,NA,NA,0.85981308411215,NA,NA,0,NA,NA
"P13",0.373852905971539,NA,NA,0.588785046728972,NA,NA,0,NA,NA
"P14",0.653410113370524,NA,NA,0.831775700934579,NA,NA,0,NA,NA
"P15",0.447112462006079,NA,NA,0.682242990654206,NA,NA,0,NA,NA
"P16",0.39568714701352,NA,NA,0.691588785046729,NA,NA,0,NA,NA
"P17",0.639347170480752,NA,NA,0.822429906542056,NA,NA,0,NA,NA
"P18",0.565876574845185,NA,NA,0.822429906542056,NA,NA,0,NA,NA
"P19",0.621717171717172,NA,NA,0.803738317757009,NA,NA,0,NA,NA
"P20",0.3919438408825,NA,NA,0.682242990654206,NA,NA,0,NA,NA
"P21",0.547277409860191,NA,NA,0.785046728971963,NA,NA,0,NA,NA
"P22",0.238132911392405,NA,NA,0.663551401869159,NA,NA,0,NA,NA
"P23",0.443967464979666,NA,NA,0.785046728971963,NA,NA,0,NA,NA
"P24",0.0708082832331329,NA,NA,0.878504672897196,NA,NA,0,NA,NA
"P25",0.467955801104972,NA,NA,0.831775700934579,NA,NA,0,NA,NA
"P26",-0.0750167448091092,NA,NA,0.85981308411215,NA,NA,0,NA,NA
"P27",0.487172258246405,NA,NA,0.841121495327103,NA,NA,0,NA,NA
