"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.411536737159662,0.371551419066796,0.454019910742026,0.642857142857143,0.619318181818182,0.670454545454545,0,0,0
"A1",0.112212038642557,NA,NA,0.428571428571429,NA,NA,0,NA,NA
"A2",0.328436516264428,NA,NA,0.642857142857143,NA,NA,0,NA,NA
"A3",0.0536130536130536,NA,NA,0.482142857142857,NA,NA,0,NA,NA
"A4",0.15625,NA,NA,0.758928571428571,NA,NA,0,NA,NA
"A5",0.190848886213125,NA,NA,0.678571428571429,NA,NA,0,NA,NA
"A6",0.254752851711027,NA,NA,0.875,NA,NA,0,NA,NA
"A7",0.506607929515418,NA,NA,0.732142857142857,NA,NA,0,NA,NA
"A8",0.0460921843687373,NA,NA,0.241071428571429,NA,NA,0,NA,NA
"A9",0.640696608615949,NA,NA,0.8125,NA,NA,0,NA,NA
"A10",0.276208712302537,NA,NA,0.517857142857143,NA,NA,0,NA,NA
"A11",0.320088300220751,NA,NA,0.901785714285714,NA,NA,0,NA,NA
