"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.243419244349536,0.0722813771583931,0.411490940664774,0.659863945578231,0.575167947904164,0.740952231933443,0.708333333333333,0.658730158730159,0.75
"Eligibility",0.444444444444444,NA,NA,0.761904761904762,NA,NA,0.625,NA,NA
"Recruitment",-0.308411214953271,NA,NA,0.285714285714286,NA,NA,0.75,NA,NA
"Setting",0.0140845070422535,NA,NA,0.733333333333333,NA,NA,0.732142857142857,NA,NA
"Organization",-0.142857142857143,NA,NA,0.5,NA,NA,0.821428571428571,NA,NA
"Flex. delivery",0.656441717791411,NA,NA,0.6,NA,NA,0.821428571428571,NA,NA
"Flex. adherence",0.891472868217054,NA,NA,0.933333333333333,NA,NA,0.732142857142857,NA,NA
"Follow-up",-0.176470588235294,NA,NA,0.538461538461538,NA,NA,0.767857142857143,NA,NA
"Outcome",0.333333333333333,NA,NA,0.785714285714286,NA,NA,0.5,NA,NA
"Analysis",0.143949044585987,NA,NA,0.571428571428571,NA,NA,0.625,NA,NA
