"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.449320756091343,0.167435139004596,0.676992570575387,0.568627450980392,0.418640100098798,0.707317073170732,0.898809523809524,0.873015873015873,0.924603174603175
"Eligibility",0.409282700421941,NA,NA,0.166666666666667,NA,NA,0.892857142857143,NA,NA
"Recruitment",NA,NA,NA,NA,NA,NA,1,NA,NA
"Setting",-0.28735632183908,NA,NA,0.333333333333333,NA,NA,0.946428571428571,NA,NA
"Organization",1,NA,NA,1,NA,NA,0.964285714285714,NA,NA
"Flex. delivery",1,NA,NA,1,NA,NA,0.982142857142857,NA,NA
"Flex. adherence",1,NA,NA,1,NA,NA,0.946428571428571,NA,NA
"Follow-up",0.104,NA,NA,0.333333333333333,NA,NA,0.946428571428571,NA,NA
"Outcome",0.616438356164384,NA,NA,0.875,NA,NA,0.714285714285714,NA,NA
"Analysis",0.305982905982906,NA,NA,0.352941176470588,NA,NA,0.696428571428571,NA,NA
